TSPAN6
STOML2
LRFN5
CFL2
ZNF22
TTC8
KBTBD6
C9orf9
NSMF
SLC39A13
HTRA1
LIPC
LARP6
OR2D2
CYB5R2
PRKCB
CCDC68
NAV2
ZBTB39
MS4A14
MEI1
CRK
SNX20
HDHD2
TRAPPC2L
ANKRD11
LAIR1
KIR3DL1
C19orf33
X.25
KLK6
KRT80
RCOR2
NDUFV1
CD300A
TMC8
TMEM99
NLRC3
LTBP3
ANKS3
THAP9
GNG4
RHOH
ADAM9
INPP5D
PPIC
PXDC1
ATP5I
RAB3B
LMAN2
PTK2
RNASE6
CD52
MUC15
DFFB
AGPAT2
UGP2
TM4SF4
TM4SF1
KCNAB3
SIK2
CMTM8
SMAD1
SLC30A1
GPRC5C
KRT8
MZB1
TRABD
TSEN34
LRRC8E
NPTX1
CHST11
KRT19
KRT15
RSL1D1
BCL2L1
PIK3CD
ENC1
TMEM51
BCL2
LAMB2
MOB3A
CALB2
ISG20
IL16
GNG12
INSL5
KLHL6
ZFAND4
DCP2
CYSLTR1
OR10K1
DAG1
SMARCC1
GPR113
NUDT4
UQCRH
FAM174A
TRMT10C
ZNF266
KIAA1551
P2RY14
C17orf76.AS1
SMAD2
TBC1D10C
BAIAP2
WBSCR28
AIM1L
ZSCAN2
CRLF3
PLA2G16
DCAF4L2
RHOG
RPS6KA3
NAP1L5
JUN
GBA
CD151
TMEM151B
GALNT11
AQP11
CTNNBIP1
TMEM139
DPY19L3
CYC1
TMTC2
PLD6
FAM216B
OR10A7
ZADH2
X01.Sep
HCLS1
CCDC66
HMHA1
MAP3K15
CUEDC1
OR56B4
NQO1
AEN
TMEM136
FRAT2
SYNE4
PHLDA2
ZBTB20
P2RY8
CRYGB
ZAR1
MFSD5
ADI1
ANXA2
GLUD2
SLC25A18
EWSR1
MTA1
LSMD1
PTTG1IP
SF3A3
TFDP3
MX2
FAM46C
PRR14L
UPP1
CMTM4
X.50
NPW
UQCR10
POU6F1
LINC00315
KCND2
WDR27
RNLS
H1FX
FMNL1
FAF1
ZNF445
IL3RA
PARK2
STAC3
NR2F2
AHNAK2
FAM212A
IKZF1
EVI2B
C16orf54
ZNF267
CYP2R1
ANKRD46
CYP4Z1
CCDC84
BCL9L
KDM4D
ZNF555
ZNF197
ARHGAP30
MIR22HG
MAGEE2
TMEM17
PPARA
KIAA1598
C17orf97
ERC2
MORN2
AGRN
C19orf54
S100A16
RPL14
BEND4
C9orf152
ADAT2
S100A13
TSPYL1
GJB5
ALG1L
SPATS2L
ZNF250
ZNF79
HRCT1
ZNF107
LONP1
EVL
MYL6B
NCOR2
AFAP1
ACN9
RABL6
HSH2D
ADA
ARHGEF12
HCAR1
ANXA4
KIAA1671
BLM
CDC42SE1
PARVA
FAM114A1
S100A10
MYO1C
SPG7
S100A6
DNM3
SOWAHC
ASPH
RTP2
ZNF28
CTNND1
CCDC69
MDM4
TUSC1
CDC42BPB
RCSD1
TMEM184B
PAX9
CHAMP1
SFMBT2
TGM2
EFCAB2
FAM127B
EFCAB7
CXorf65
